pair,pmi1,pmi2,pmi_diff,abs_diff
为→本,0.39429495858869434,0.3810637137296114,-0.013231244859082947,0.013231244859082947
员→为,-0.08582577340224518,0.7976593348617049,0.8834851082639501,0.8834851082639501
年→以,3.0272287877633777,3.2304427785615824,0.20321399079820468,0.20321399079820468
确→度,-1.7131375904641903,-0.4210055833727529,1.2921320070914375,1.2921320070914375
求→将,1.9411744293779318,0.48351922686771637,-1.4576552025102154,1.4576552025102154
此→番,6.629607260351414,6.8360293368471865,0.20642207649577227,0.20642207649577227
与→跨,2.7845414690898167,3.952929694438254,1.1683882253484374,1.1683882253484374
种→疾,4.738212084873467,5.900742979468268,1.1625308945948012,1.1625308945948012
议→增,-2.181261707005128,-0.8129846929024049,1.368277014102723,1.368277014102723
学→教,4.628132161593257,1.4859087288309036,-3.1422234327623535,3.1422234327623535
特→文,-0.9760651937763083,-0.477928852195856,0.4981363415804523,0.4981363415804523
满→意,4.740940844985051,3.094952524422371,-1.64598832056268,1.64598832056268
率→始,-0.585425344782659,3.1563545574156895,3.741779902198348,3.741779902198348
图→学,2.3086936187315925,-3.816922804710462,-6.125616423442055,6.125616423442055
由→南,3.6398960325389966,2.0295044006681042,-1.6103916318708924,1.6103916318708924
被→问,3.6285074179270116,1.549575662524387,-2.0789317554026248,2.0789317554026248
中→担,-0.28046425158424354,-1.5813820562017782,-1.3009178046175347,1.3009178046175347
读→与,2.2966568984957214,1.2345362063084702,-1.0621206921872512,1.0621206921872512
进→保,-2.820802956801713,-0.8768830158342819,1.9439199409674313,1.9439199409674313
难→言,4.641228042822298,1.592589299678754,-3.0486387431435436,3.0486387431435436
